,bio_source,fold,nan_r2,masked_mse_loss,total_time(sec)
0,mean_te,0,0.5246667079496136,0.2246412596640929,11.879002094268799
1,mean_te,1,0.5654153218408784,0.20554041979190343,12.91598916053772
2,mean_te,2,0.5316076777522687,0.2306552480158643,12.262998342514038
3,mean_te,3,0.5627352921717934,0.2117025796468807,11.903999090194702
4,mean_te,4,0.5406041904718917,0.22265726096120025,11.145997524261475
5,mean_te,5,0.5611117560974577,0.20595209118249244,11.317001819610596
6,mean_te,6,0.5763613016092937,0.2047526122651885,12.176002264022827
7,mean_te,7,0.5141401788648772,0.21761504496199507,11.817002773284912
8,mean_te,8,0.5568599131341149,0.1940716591363957,12.105995655059814
9,mean_te,9,0.5387912797434758,0.2178211909426157,11.656009435653687
10,mean_te,mean,0.5472293619635665,0.21354093665686288,11.917999815940856
