,bio_source,fold,nan_r2,masked_mse_loss,total_time(sec)
0,mean_te,0,0.5246779146622241,0.22463596340128184,11.715998888015747
1,mean_te,1,0.5654031059785403,0.20554619738508442,11.557999610900879
2,mean_te,2,0.5316730016389459,0.23062307990258143,11.386000871658325
3,mean_te,3,0.5626977431752771,0.21172075906836915,11.388993501663208
4,mean_te,4,0.5405965433135362,0.2226609673409675,11.53099775314331
5,mean_te,5,0.5611350445543364,0.20594116287338135,11.483000755310059
6,mean_te,6,0.5763654484557281,0.2047506080157105,11.792001962661743
7,mean_te,7,0.5141723275567475,0.21760064566672005,11.851001977920532
8,mean_te,8,0.5568758742464337,0.1940646690227924,11.6629958152771
9,mean_te,9,0.5387933125511299,0.21782023088144445,11.144001483917236
10,mean_te,mean,0.54723903161329,0.21353642835583328,11.551299262046815
