,bio_source,fold,nan_r2,masked_mse_loss,total_time(sec)
0,mean_te,0,0.44389489172277163,0.26281380689781575,2.3447797298431396
1,mean_te,1,0.49655308421152344,0.2381093849245513,2.4854512214660645
2,mean_te,2,0.44519894264450743,0.27320639004008507,2.367427349090576
3,mean_te,3,0.5049726622703302,0.2396684720191783,2.355593204498291
4,mean_te,4,0.4979782216940698,0.2433169649833955,2.3573970794677734
5,mean_te,5,0.49037951719953177,0.23914380391900922,2.3675849437713623
6,mean_te,6,0.5200667886794668,0.23196081732852306,2.45312237739563
7,mean_te,7,0.45583144748063287,0.24373133746013587,2.3692405223846436
8,mean_te,8,0.47477620682034116,0.23001993270614818,2.349327325820923
9,mean_te,9,0.4553315500059679,0.25723783015330004,2.354783058166504
10,mean_te,mean,0.47849833127291436,0.24592087404321425,2.3804706811904905
