,bio_source,fold,nan_r2,masked_mse_loss,total_time(sec)
0,mean_te,0,0.20854672956867804,0.3740387273696614,1.2632811069488525
1,mean_te,1,0.23742354672760368,0.36066684401524,1.3655006885528564
2,mean_te,2,0.20635829075789303,0.39082114839652304,1.2650713920593262
3,mean_te,3,0.222351388833806,0.3765001247422364,1.2622709274291992
4,mean_te,4,0.23673636538394904,0.36993413250649615,1.2664732933044434
5,mean_te,5,0.2372267692561303,0.3579379127881347,1.2869162559509277
6,mean_te,6,0.2263163533864534,0.3739359702330155,1.364417314529419
7,mean_te,7,0.23739959282386547,0.3415662598070996,1.2553138732910156
8,mean_te,8,0.21362579523227332,0.34438984678793977,1.265259027481079
9,mean_te,9,0.2577300406612535,0.3505617293059098,1.257899522781372
10,mean_te,mean,0.22837148726319056,0.3640352695952257,1.2852403402328492
