,bio_source,fold,nan_r2,masked_mse_loss,total_time(sec)
0,mean_te,0,0.5434071095257564,0.21578459532544306,10.413851499557495
1,mean_te,1,0.5918358208289146,0.19304462616172818,9.934179782867432
2,mean_te,2,0.5599013231166607,0.2167223172678126,9.844000101089478
3,mean_te,3,0.5853212574470998,0.20076753955104054,8.7590012550354
4,mean_te,4,0.6223276468380621,0.1830480164418283,8.732000350952148
5,mean_te,5,0.5904565645875511,0.19218178687872411,8.508998394012451
6,mean_te,6,0.6039189287174894,0.19143348877701935,8.901999711990356
7,mean_te,7,0.5623561452716572,0.19601926930599703,8.779000282287598
8,mean_te,8,0.5896915879559773,0.17969314138601708,8.596999645233154
9,mean_te,9,0.5866400671740563,0.19522300620427838,9.059000492095947
10,mean_te,mean,0.5835856451463226,0.19639177872998886,9.152903151512145
