,bio_source,fold,nan_r2,masked_mse_loss,total_time(sec)
0,bio_source_3T3,0,0.3540085643247393,0.3141401022162386,7.724561929702759
1,bio_source_3T3,1,0.3537013881848841,0.3431462599147042,7.79617428779602
2,bio_source_3T3,2,0.3270979705672229,0.3540576058431508,7.685724258422852
3,bio_source_3T3,3,0.3426772604028595,0.3365508672919617,7.751780271530151
4,bio_source_3T3,4,0.3297681740883351,0.3597087528153923,7.736078262329102
5,bio_source_3T3,5,0.3881337921677974,0.2984413885278163,7.708306312561035
6,bio_source_3T3,6,0.3401519039273184,0.3356970026947102,7.777389049530029
7,bio_source_3T3,7,0.3813921335176446,0.3182169777700322,7.651810169219971
8,bio_source_3T3,8,0.3342278757062575,0.3064408079586305,7.676871538162231
9,bio_source_3T3,9,0.3668252674444712,0.3307688452945918,7.685939073562622
10,bio_source_3T3,mean,0.351798433033153,0.3297168610327228,7.719463515281677
11,bio_source_4T1,0,0.3754846903683009,0.1946858356872082,7.672848701477051
12,bio_source_4T1,1,0.404852451842687,0.1971910808268951,7.740341663360596
13,bio_source_4T1,2,0.3768059099038144,0.1955811154273721,7.658892631530762
14,bio_source_4T1,3,0.3547116890632312,0.2159259388787959,7.625754594802856
15,bio_source_4T1,4,0.3907849762215398,0.2167961515630885,7.669692039489746
16,bio_source_4T1,5,0.4208043988899229,0.199217826777509,7.781786680221558
17,bio_source_4T1,6,0.4084569918657129,0.1935067199329563,7.760859727859497
18,bio_source_4T1,7,0.4180344923466602,0.1932909928770531,7.741885423660278
19,bio_source_4T1,8,0.3985902352734459,0.2082902474961648,7.74151086807251
20,bio_source_4T1,9,0.349248877294627,0.2184382047509086,7.697424650192261
21,bio_source_4T1,mean,0.3897774713069942,0.2032924114217952,7.709099698066711
22,bio_source_A3-1 mESC,0,0.3491961442121126,0.4442477884701984,7.81345534324646
23,bio_source_A3-1 mESC,1,0.3815502275439277,0.4283035350417961,7.728420257568359
24,bio_source_A3-1 mESC,2,0.33992978907655,0.4431098114686768,7.720086574554443
25,bio_source_A3-1 mESC,3,0.3209504402581858,0.484380529697464,7.796297788619995
26,bio_source_A3-1 mESC,4,0.3479930017996891,0.4449016493478402,7.771568059921265
27,bio_source_A3-1 mESC,5,0.3604715407961091,0.4800078994093256,7.823908805847168
28,bio_source_A3-1 mESC,6,0.3553400813720607,0.4407832546223439,7.761241912841797
29,bio_source_A3-1 mESC,7,0.3429582029753845,0.4586388457064879,7.7874767780303955
30,bio_source_A3-1 mESC,8,0.370631846399225,0.4194174910181552,7.678596973419189
31,bio_source_A3-1 mESC,9,0.3411753971115925,0.4713002846023114,7.75126314163208
32,bio_source_A3-1 mESC,mean,0.3510196671544837,0.45150910893846,7.763231563568115
33,bio_source_B16 melanoma cell,0,0.4351885413757415,0.2554665230764518,7.853226184844971
34,bio_source_B16 melanoma cell,1,0.4795491342724057,0.241289718559861,7.741228103637695
35,bio_source_B16 melanoma cell,2,0.4840112608197483,0.2384393322032598,7.714264869689941
36,bio_source_B16 melanoma cell,3,0.4628405917094739,0.2443095028984178,7.770113468170166
37,bio_source_B16 melanoma cell,4,0.4217501958492157,0.2941024765888249,7.812204599380493
38,bio_source_B16 melanoma cell,5,0.4952398887807151,0.22559464517192,7.739896535873413
39,bio_source_B16 melanoma cell,6,0.4577990726107155,0.2249693883263364,7.745450496673584
40,bio_source_B16 melanoma cell,7,0.4571639761098308,0.2475860091341723,7.737155437469482
41,bio_source_B16 melanoma cell,8,0.4294670535220946,0.2317842028305785,7.696736574172974
42,bio_source_B16 melanoma cell,9,0.4542355087544262,0.2640334871328518,7.852253675460815
43,bio_source_B16 melanoma cell,mean,0.4577245223804366,0.2467575285922675,7.7662529945373535
44,bio_source_Bone marrow derived macrophage,0,0.3878473924197714,0.4701668963178703,7.754103660583496
45,bio_source_Bone marrow derived macrophage,1,0.4471159210044242,0.4463579172231284,7.710614442825317
46,bio_source_Bone marrow derived macrophage,2,0.4042345772036078,0.4740139559312953,7.667873382568359
47,bio_source_Bone marrow derived macrophage,3,0.4196739597858213,0.5106906894085435,7.751655340194702
48,bio_source_Bone marrow derived macrophage,4,0.4376407305292087,0.5011726340889999,7.849084138870239
49,bio_source_Bone marrow derived macrophage,5,0.4092570068904549,0.4500958441410116,7.74539303779602
50,bio_source_Bone marrow derived macrophage,6,0.4255599140467915,0.4154689919308321,7.7233734130859375
51,bio_source_Bone marrow derived macrophage,7,0.4303819137463371,0.467055683759056,7.734801769256592
52,bio_source_Bone marrow derived macrophage,8,0.3589270769574036,0.4604930231135142,7.862254619598389
53,bio_source_Bone marrow derived macrophage,9,0.3773318797314683,0.4565731091710415,7.760775089263916
54,bio_source_Bone marrow derived macrophage,mean,0.4097970372315289,0.4652088745085293,7.755992889404297
55,bio_source_Bone marrow derived primary dendritic cells,0,0.2704736110277022,0.5752038864097357,7.735180377960205
56,bio_source_Bone marrow derived primary dendritic cells,1,0.2645647341705963,0.5622539053032514,7.72954249382019
57,bio_source_Bone marrow derived primary dendritic cells,2,0.2631812327946828,0.4871215983139764,7.7343127727508545
58,bio_source_Bone marrow derived primary dendritic cells,3,0.2054592397500311,0.5402200101235751,7.8355958461761475
59,bio_source_Bone marrow derived primary dendritic cells,4,0.2532995917670598,0.5398867339022243,7.667548179626465
60,bio_source_Bone marrow derived primary dendritic cells,5,0.2965566728847293,0.5606360023868289,7.744238376617432
61,bio_source_Bone marrow derived primary dendritic cells,6,0.2706014787126279,0.5160414159251403,7.730998277664185
62,bio_source_Bone marrow derived primary dendritic cells,7,0.2375410522981018,0.5294196299066798,7.776736736297607
63,bio_source_Bone marrow derived primary dendritic cells,8,0.2467924470807174,0.5011126956851707,7.84428858757019
64,bio_source_Bone marrow derived primary dendritic cells,9,0.2484732071647895,0.5818028581865918,7.74960994720459
