,bio_source,fold,nan_r2,masked_mse_loss,total_time(sec)
0,mean_te,0,0.5204960166712409,0.22661231735795276,5.769999742507935
1,mean_te,1,0.5768206122013653,0.20014619333534006,5.480997323989868
2,mean_te,2,0.5402978243623493,0.22637586975444557,6.757866382598877
3,mean_te,3,0.5699646947599621,0.20820244997754897,5.462729215621948
4,mean_te,4,0.6114681949078592,0.18831131177924662,5.947984933853149
5,mean_te,5,0.5790863330109768,0.19751736604485162,7.467563152313232
6,mean_te,6,0.581778450108158,0.2021344017230818,5.507000684738159
7,mean_te,7,0.5471240175974563,0.20284169010412717,5.783000707626343
8,mean_te,8,0.5670108346026803,0.1896260983993822,5.776010990142822
9,mean_te,9,0.5611969664960359,0.20723935855745323,6.433999300003052
10,mean_te,mean,0.5655243944718084,0.204900705703343,6.038715243339539
