,bio_source,fold,nan_r2,masked_mse_loss,total_time(sec)
0,mean_te,0,0.4317067565248147,0.26857388743418,18.67500066757202
1,mean_te,1,0.4998801169385253,0.23653583726459682,18.210980653762817
2,mean_te,2,0.4336071621737756,0.27891464970282137,19.509015798568726
3,mean_te,3,0.4947546735977689,0.24461553159672303,20.498767852783203
4,mean_te,4,0.49480683948483184,0.24485405187344642,18.681000232696533
5,mean_te,5,0.4829430275938057,0.2426334407608113,18.111000776290894
6,mean_te,6,0.4893098975386113,0.24682620576014883,18.339001417160034
7,mean_te,7,0.46360384801072374,0.24025010436111827,18.11200213432312
8,mean_te,8,0.4561976071070444,0.23815636580632418,18.244000673294067
9,mean_te,9,0.4567047205376409,0.25658930459981527,18.428001403808594
10,mean_te,mean,0.4703514649507543,0.24979493791599855,18.680877161026
