,bio_source,fold,nan_r2,masked_mse_loss,total_time(sec)
0,mean_te,0,0.5492221289033374,0.21303643251042934,11.579000473022461
1,mean_te,1,0.6056822588268691,0.18649583872914394,11.331001996994019
2,mean_te,2,0.5656935633063161,0.2138699848659894,11.216999769210815
3,mean_te,3,0.6068803815898834,0.19032964663573174,11.113000869750977
4,mean_te,4,0.6174721443083104,0.18540135287076792,11.12299919128418
5,mean_te,5,0.6010048742038451,0.18723190167651635,11.375001430511475
6,mean_te,6,0.6115534617514184,0.18774357426245775,11.273998498916626
7,mean_te,7,0.5748986974748798,0.19040150067621897,11.377999067306519
8,mean_te,8,0.5842730728048429,0.1820661612427257,11.172999382019043
9,mean_te,9,0.5838349635191741,0.19654780990374887,13.386999607086182
10,mean_te,mean,0.5900515546688877,0.19331242033737298,11.49500002861023
