,bio_source,fold,nan_r2,masked_mse_loss,total_time(sec)
0,mean_te,0,0.552979409144829,0.21126075178182135,8.144994497299194
1,mean_te,1,0.6046355486269361,0.1869908889798937,8.512000322341919
2,mean_te,2,0.5589516864709518,0.2171899566069671,8.29200029373169
3,mean_te,3,0.581553730820727,0.20259159507487398,8.602999448776245
4,mean_te,4,0.6159350828212901,0.18614632679854587,8.360000371932983
5,mean_te,5,0.5895665494010388,0.1925994341759415,8.360000610351562
6,mean_te,6,0.6053627810151123,0.1907356475958751,8.01099967956543
7,mean_te,7,0.5613085632218042,0.19648847792330457,8.057001113891602
8,mean_te,8,0.5870614620479135,0.180844995875927,8.466000318527222
9,mean_te,9,0.5756188922587657,0.2004281234108659,8.027000904083252
10,mean_te,mean,0.5832973705829368,0.1965276198224016,8.28329975605011
